KANWIL;AREA;CABANG;TIPE;ASPEK;ELEMENT;SCORE
KANWIL MAKASAR;AREA KENDARI;CP KENDARI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL MAKASAR;AREA KENDARI;CP KENDARI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL JAKARTA 1;AREA BOGOR;CP WARUNG JAMBU;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL JAKARTA 1;AREA BOGOR;CP WARUNG JAMBU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL JAKARTA 1;AREA BOGOR;CP WARUNG JAMBU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL JAKARTA 1;AREA BOGOR;CP GUNUNG BATU;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA BOGOR;CP GUNUNG BATU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BOGOR;CP GUNUNG BATU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA MAKASAR 1;CP PANGKEP;KONVEN;KEBERSIHAN;Kebersihan;96,15384615
KANWIL MAKASAR;AREA MAKASAR 1;CP PANGKEP;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA MAKASAR 1;CP PANGKEP;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL BANDUNG;AREA BANDUNG 1;CP CIANJUR;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL BANDUNG;AREA BANDUNG 1;CP CIANJUR;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL BANDUNG;AREA BANDUNG 1;CP CIANJUR;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP MANDONGA;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL MAKASAR;AREA KENDARI;CP MANDONGA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP MANDONGA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MAKASAR;AREA KENDARI;CP KOLAKA;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA KENDARI;CP KOLAKA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP KOLAKA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP POMALAA;KONVEN;KEBERSIHAN;Kebersihan;91,66666667
KANWIL MAKASAR;AREA KENDARI;CP POMALAA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL MAKASAR;AREA KENDARI;CP POMALAA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP UNAAHA;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA KENDARI;CP UNAAHA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP UNAAHA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP POLEWALI;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL MAKASAR;AREA PARE-PARE;CP POLEWALI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP POLEWALI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL JAKARTA 1;AREA BOGOR;CP CISALAK;KONVEN;KEBERSIHAN;Kebersihan;89,58333333
KANWIL JAKARTA 1;AREA BOGOR;CP CISALAK;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;91,66666667
KANWIL JAKARTA 1;AREA BOGOR;CP CISALAK;KONVEN;KEBERSIHAN;Interior Kantor Cabang;87,5
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KRAMAT JATI;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KRAMAT JATI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KRAMAT JATI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CPS DEWI SARTIKA;SYARIAH;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CPS DEWI SARTIKA;SYARIAH;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CPS DEWI SARTIKA;SYARIAH;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BOGOR;CP PANCORAN MAS;KONVEN;KEBERSIHAN;Kebersihan;89,58333333
KANWIL JAKARTA 1;AREA BOGOR;CP PANCORAN MAS;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL JAKARTA 1;AREA BOGOR;CP PANCORAN MAS;KONVEN;KEBERSIHAN;Interior Kantor Cabang;95,83333333
KANWIL BANDUNG;AREA CIREBON;CPS PASARBARU;SYARIAH;KEBERSIHAN;Kebersihan;100
KANWIL BANDUNG;AREA CIREBON;CPS PASARBARU;SYARIAH;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL BANDUNG;AREA CIREBON;CPS PASARBARU;SYARIAH;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL BANDUNG;AREA CIREBON;CP ARJAWINANGUN;KONVEN;KEBERSIHAN;Kebersihan;93,91025641
KANWIL BANDUNG;AREA CIREBON;CP ARJAWINANGUN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;91,66666667
KANWIL BANDUNG;AREA CIREBON;CP ARJAWINANGUN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MAKASAR;AREA PARE-PARE;CP MAJENE;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PARE-PARE;CP MAJENE;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP MAJENE;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA AMBON;CP TUAL;KONVEN;KEBERSIHAN;Kebersihan;89,74358974
KANWIL MAKASAR;AREA AMBON;CP TUAL;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL MAKASAR;AREA AMBON;CP TUAL;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MEDAN;AREA BANDA ACEH;CPS LHOKSEUMAWE;SYARIAH;KEBERSIHAN;Kebersihan;100
KANWIL MEDAN;AREA BANDA ACEH;CPS LHOKSEUMAWE;SYARIAH;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MEDAN;AREA BANDA ACEH;CPS LHOKSEUMAWE;SYARIAH;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA SENEN;CP KEMAYORAN;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL JAKARTA 1;AREA SENEN;CP KEMAYORAN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL JAKARTA 1;AREA SENEN;CP KEMAYORAN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL BANDUNG;AREA CIREBON;CP KARANGAMPEL;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL BANDUNG;AREA CIREBON;CP KARANGAMPEL;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL BANDUNG;AREA CIREBON;CP KARANGAMPEL;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MEDAN;AREA RANTAU PRAPAT;CP LABUHAN RUKU;KONVEN;KEBERSIHAN;Kebersihan;91,98717949
KANWIL MEDAN;AREA RANTAU PRAPAT;CP LABUHAN RUKU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;91,66666667
KANWIL MEDAN;AREA RANTAU PRAPAT;CP LABUHAN RUKU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL MAKASAR;AREA KENDARI;CP RAHA;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA KENDARI;CP RAHA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP RAHA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MEDAN;AREA RANTAU PRAPAT;CPS ALAMAN BOLAK;SYARIAH;KEBERSIHAN;Kebersihan;100
KANWIL MEDAN;AREA RANTAU PRAPAT;CPS ALAMAN BOLAK;SYARIAH;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MEDAN;AREA RANTAU PRAPAT;CPS ALAMAN BOLAK;SYARIAH;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA MAKASAR 2;CP SUNGGUMINASA;KONVEN;KEBERSIHAN;Kebersihan;96,15384615
KANWIL MAKASAR;AREA MAKASAR 2;CP SUNGGUMINASA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA MAKASAR 2;CP SUNGGUMINASA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL JAKARTA 1;AREA JATIWARINGIN;CP PEKAYON;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA JATIWARINGIN;CP PEKAYON;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA JATIWARINGIN;CP PEKAYON;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP BAUBAU;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA KENDARI;CP BAUBAU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA KENDARI;CP BAUBAU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MEDAN;AREA MEDAN 1;CP BINJAI;KONVEN;KEBERSIHAN;Kebersihan;87,82051282
KANWIL MEDAN;AREA MEDAN 1;CP BINJAI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL MEDAN;AREA MEDAN 1;CP BINJAI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL BANDUNG;AREA CIREBON;CP ANJATAN;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL BANDUNG;AREA CIREBON;CP ANJATAN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL BANDUNG;AREA CIREBON;CP ANJATAN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL JAKARTA 1;AREA KRAMATJATI;CP CIBUBUR;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP CIBUBUR;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP CIBUBUR;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BOGOR;CP BOGOR;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL JAKARTA 1;AREA BOGOR;CP BOGOR;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL JAKARTA 1;AREA BOGOR;CP BOGOR;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL MEDAN;AREA MEDAN 1;CP TANJUNG PURA;KONVEN;KEBERSIHAN;Kebersihan;82,05128205
KANWIL MEDAN;AREA MEDAN 1;CP TANJUNG PURA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;91,66666667
KANWIL MEDAN;AREA MEDAN 1;CP TANJUNG PURA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;72,43589744
KANWIL BANDUNG;AREA TASIKMALAYA;CP BANJAR;KONVEN;KEBERSIHAN;Kebersihan;74,67948718
KANWIL BANDUNG;AREA TASIKMALAYA;CP BANJAR;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;91,66666667
KANWIL BANDUNG;AREA TASIKMALAYA;CP BANJAR;KONVEN;KEBERSIHAN;Interior Kantor Cabang;57,69230769
KANWIL MAKASAR;AREA PARE-PARE;CP CABENGE;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL MAKASAR;AREA PARE-PARE;CP CABENGE;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP CABENGE;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MAKASAR;AREA PALOPO;CP SENGKANG;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PALOPO;CP SENGKANG;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP SENGKANG;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP PASAR MINI;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PALOPO;CP PASAR MINI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP PASAR MINI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP MAMUJU;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PARE-PARE;CP MAMUJU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP MAMUJU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA SENEN;CP SUDIRMAN;KONVEN;KEBERSIHAN;Kebersihan;81,73076923
KANWIL JAKARTA 1;AREA SENEN;CP SUDIRMAN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;75
KANWIL JAKARTA 1;AREA SENEN;CP SUDIRMAN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;88,46153846
KANWIL MAKASAR;AREA PALOPO;CP BELOPA;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL MAKASAR;AREA PALOPO;CP BELOPA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP BELOPA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MAKASAR;AREA BANTAENG;CP BULUKUMBA;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA BANTAENG;CP BULUKUMBA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA BANTAENG;CP BULUKUMBA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA BANTAENG;CP BONTOBAHARI;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA BANTAENG;CP BONTOBAHARI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA BANTAENG;CP BONTOBAHARI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BOGOR;CP KELAPA DUA;KONVEN;KEBERSIHAN;Kebersihan;91,66666667
KANWIL JAKARTA 1;AREA BOGOR;CP KELAPA DUA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL JAKARTA 1;AREA BOGOR;CP KELAPA DUA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA BANTAENG;CP BANTAENG;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL MAKASAR;AREA BANTAENG;CP BANTAENG;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA BANTAENG;CP BANTAENG;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MAKASAR;AREA PALOPO;CP PASAR SENTRAL PALOPO;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PALOPO;CP PASAR SENTRAL PALOPO;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP PASAR SENTRAL PALOPO;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP PALOPO;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PALOPO;CP PALOPO;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PALOPO;CP PALOPO;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BEKASI;CP RENGAS DENGKLOK;KONVEN;KEBERSIHAN;Kebersihan;93,91025641
KANWIL JAKARTA 1;AREA BEKASI;CP RENGAS DENGKLOK;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;91,66666667
KANWIL JAKARTA 1;AREA BEKASI;CP RENGAS DENGKLOK;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL BANDUNG;AREA CIREBON;CP CILAMAYA;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL BANDUNG;AREA CIREBON;CP CILAMAYA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL BANDUNG;AREA CIREBON;CP CILAMAYA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL MAKASAR;AREA MAKASAR 2;CP PALLANGGA;KONVEN;KEBERSIHAN;Kebersihan;96,15384615
KANWIL MAKASAR;AREA MAKASAR 2;CP PALLANGGA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA MAKASAR 2;CP PALLANGGA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL MAKASAR;AREA PARE-PARE;CP SIDRAP;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MAKASAR;AREA PARE-PARE;CP SIDRAP;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP SIDRAP;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL BANDUNG;AREA BANDUNG 2;CP CIKAMPEK;KONVEN;KEBERSIHAN;Kebersihan;96,15384615
KANWIL BANDUNG;AREA BANDUNG 2;CP CIKAMPEK;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL BANDUNG;AREA BANDUNG 2;CP CIKAMPEK;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL JAKARTA 1;AREA BEKASI;CP KARAWANG;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA BEKASI;CP KARAWANG;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BEKASI;CP KARAWANG;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BEKASI;CP TAMBUN;KONVEN;KEBERSIHAN;Kebersihan;83,97435897
KANWIL JAKARTA 1;AREA BEKASI;CP TAMBUN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL JAKARTA 1;AREA BEKASI;CP TAMBUN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;84,61538462
KANWIL MAKASAR;AREA PALOPO;CP RANTEPAO;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL MAKASAR;AREA PALOPO;CP RANTEPAO;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL MAKASAR;AREA PALOPO;CP RANTEPAO;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL MAKASAR;AREA PALOPO;CP MASAMBA;KONVEN;KEBERSIHAN;Kebersihan;85,8974359
KANWIL MAKASAR;AREA PALOPO;CP MASAMBA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL MAKASAR;AREA PALOPO;CP MASAMBA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;88,46153846
KANWIL MAKASAR;AREA PALOPO;CP MALILI;KONVEN;KEBERSIHAN;Kebersihan;85,57692308
KANWIL MAKASAR;AREA PALOPO;CP MALILI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;75
KANWIL MAKASAR;AREA PALOPO;CP MALILI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL BANDUNG;AREA BANDUNG 2;CP PURWAKARTA;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL BANDUNG;AREA BANDUNG 2;CP PURWAKARTA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL BANDUNG;AREA BANDUNG 2;CP PURWAKARTA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL MEDAN;AREA MEDAN 2;CP LUBUK PAKAM;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MEDAN;AREA MEDAN 2;CP LUBUK PAKAM;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MEDAN;AREA MEDAN 2;CP LUBUK PAKAM;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MEDAN;AREA MEDAN 2;CP GUNUNG SITOLI;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL MEDAN;AREA MEDAN 2;CP GUNUNG SITOLI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MEDAN;AREA MEDAN 2;CP GUNUNG SITOLI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BOGOR;CP DEPOK;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA BOGOR;CP DEPOK;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA BOGOR;CP DEPOK;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP RAWAMANGUN;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP RAWAMANGUN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP RAWAMANGUN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KAMPUNG AMBON;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KAMPUNG AMBON;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KAMPUNG AMBON;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KEBON NANAS;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KEBON NANAS;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP KEBON NANAS;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP JATINEGARA;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP JATINEGARA;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL JAKARTA 1;AREA KRAMATJATI;CP JATINEGARA;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP WONOMULYO;KONVEN;KEBERSIHAN;Kebersihan;96,15384615
KANWIL MAKASAR;AREA PARE-PARE;CP WONOMULYO;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL MAKASAR;AREA PARE-PARE;CP WONOMULYO;KONVEN;KEBERSIHAN;Interior Kantor Cabang;92,30769231
KANWIL MAKASAR;AREA AMBON;CP KAIRATU;KONVEN;KEBERSIHAN;Kebersihan;91,66666667
KANWIL MAKASAR;AREA AMBON;CP KAIRATU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL MAKASAR;AREA AMBON;CP KAIRATU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL SEMARANG;AREA PURWOKERTO;CP BUMIAYU;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL SEMARANG;AREA PURWOKERTO;CP BUMIAYU;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL SEMARANG;AREA PURWOKERTO;CP BUMIAYU;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL SEMARANG;AREA YOGYAKARTA;CP LEMPUYANGAN;KONVEN;KEBERSIHAN;Kebersihan;91,66666667
KANWIL SEMARANG;AREA YOGYAKARTA;CP LEMPUYANGAN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;83,33333333
KANWIL SEMARANG;AREA YOGYAKARTA;CP LEMPUYANGAN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL SEMARANG;AREA SURAKARTA;CP KLATEN;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL SEMARANG;AREA SURAKARTA;CP KLATEN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL SEMARANG;AREA SURAKARTA;CP KLATEN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL SEMARANG;AREA SURAKARTA;CP GADING;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL SEMARANG;AREA SURAKARTA;CP GADING;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL SEMARANG;AREA SURAKARTA;CP GADING;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL SEMARANG;AREA YOGYAKARTA;CP JOGOYUDAN;KONVEN;KEBERSIHAN;Kebersihan;88,46153846
KANWIL SEMARANG;AREA YOGYAKARTA;CP JOGOYUDAN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL SEMARANG;AREA YOGYAKARTA;CP JOGOYUDAN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;76,92307692
KANWIL SEMARANG;AREA SURAKARTA;CP BOYOLALI;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL SEMARANG;AREA SURAKARTA;CP BOYOLALI;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL SEMARANG;AREA SURAKARTA;CP BOYOLALI;KONVEN;KEBERSIHAN;Interior Kantor Cabang;100
KANWIL SEMARANG;AREA YOGYAKARTA;CP TUGUKULON;KONVEN;KEBERSIHAN;Kebersihan;98,07692308
KANWIL SEMARANG;AREA YOGYAKARTA;CP TUGUKULON;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
KANWIL SEMARANG;AREA YOGYAKARTA;CP TUGUKULON;KONVEN;KEBERSIHAN;Interior Kantor Cabang;96,15384615
KANWIL SEMARANG;AREA SEMARANG;CP PEDURUNGAN;KONVEN;KEBERSIHAN;Kebersihan;
KANWIL SEMARANG;AREA SEMARANG;CP PEDURUNGAN;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;
KANWIL SEMARANG;AREA SEMARANG;CP PEDURUNGAN;KONVEN;KEBERSIHAN;Interior Kantor Cabang;
KANWIL SEMARANG;AREA SURAKARTA;CP PURWOTOMO;KONVEN;KEBERSIHAN;Kebersihan;100
KANWIL SEMARANG;AREA SURAKARTA;CP PURWOTOMO;KONVEN;KEBERSIHAN;Eksterior Kantor Cabang;100
