KANWIL;AREA;CABANG;KATEGORI;ASPEK;ELEMENT;SCORE
KANWIL DENPASAR; AREA ENDE;BRI UNIT SURISINA BAJAWA;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL DENPASAR; AREA KUPANG;BRI UNIT BUSALANGGA KUPANG;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL DENPASAR; AREA DENPASAR;BRI UNIT GUMBRIH;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MAKASAR; AREA PALOPO;BRI UNIT MENGKENDEK MAKALE;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MAKASAR; AREA MAKASAR 1;BRI UNIT BONTO POLE PANGKEP;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MANADO; AREA SORONG;UPC BRI UNIT KARANG SENANG;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MANADO; AREA MANADO 1;UPC BRI UNIT LIRUNG;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT LAGUBOTI;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT BATANG SERANGAN;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT DAMULI RANTAUPRAPAT;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MEDAN; AREA MEDAN 2;UPC BRI UNIT TALUN KENAS;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL PALEMBANG; AREA JAMBI;BRI UNIT O MANGUN HARJO;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL PEKANBARU; AREA PADANG;UPC BRI UNIT ALAHAN PANJANG SOLOK;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL SEMARANG; AREA TEGAL;BRI UNIT TUWEL SLAWI;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL SURABAYA; AREA SURABAYA 2;BRI UNIT SIMO ANGIN-ANGIN;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL JAKARTA 1; AREA BEKASI;BRI UNIT KERTASARI;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MAKASAR; AREA PALOPO;BRI UNIT LAKAWALI MASAMBA;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL SURABAYA; AREA MADIUN;BRI UNIT JIWAN;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL DENPASAR; AREA KUPANG;BRI UNIT NOEMUTI KEFAMENANU;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT SARIBU DOLOK;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL SEMARANG; AREA SURAKARTA;BRI UNIT JATIROTO;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL SEMARANG; AREA PURWOKERTO;BRI UNIT LINGGAPURA;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL BANDUNG; AREA CIREBON;BRI UNIT BUGIS;collocation;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;0
KANWIL PALEMBANG; AREA PALEMBANG;CP MUARAENIM;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL SEMARANG; AREA YOGYAKARTA;UPC Sidoarum;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MANADO; AREA PALU;CP POSO;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA PARE-PARE;CP SIDRAP;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA ENDE;CP PRAILIU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL DENPASAR; AREA DOMPU;CP SUMBAWA BESAR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL DENPASAR; AREA KUPANG;UPC SOEKARNO HATTA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL DENPASAR; AREA DOMPU;CP ALAS;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN RUKU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL DENPASAR; AREA DOMPU;CP EMPANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL DENPASAR; AREA ENDE;UPC LEWA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL DENPASAR; AREA KUPANG;UPC BAKUNASE;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BATU AMPAR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL PEKANBARU; AREA PADANG;CP ULAK KARANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA BANTAENG;UPS BONE;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA KENDARI;UPS. BOMBANA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL JAKARTA 1; AREA BEKASI;CP PONDOK UNGU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN DELI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS SANGATTA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SEMARANG; AREA PURWOKERTO;CP WONOSOBO;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL MAKASAR; AREA MAKASAR 1;CP VETERAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA MEDAN 1;CP T B ASAHAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA DENPASAR;CP MENGWI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL JAKARTA 1; AREA BEKASI;CP TAMBUN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPC FRESH MARKET;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA MAKASAR 1;CP BARRU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 1; AREA BEKASI;CP SETIA MEKAR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA BANDA ACEH;CPS KEUTAPANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL DENPASAR; AREA DENPASAR 2;UPC HARDYS TABANAN;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL MAKASAR; AREA MAKASAR 1;CP BONTOALA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA MEDAN 2;CP PARLUASAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA BANTAENG;CP WATAMPONE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA PALU;CP PALU BARAT;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 1; AREA BEKASI;UPC CAMAN RAYA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL JAKARTA 1; AREA BEKASI;CP KRANGGAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PONDOK MELATI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL PALEMBANG; AREA JAMBI;CP SUNGAI PENUH;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL MAKASAR; AREA PARE-PARE;CP MAMUJU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL BALIKPAPAN; AREA PONTIANAK;UPC DIPONEGORO;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;71.43
KANWIL DENPASAR; AREA KUPANG;CP OESAPA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA PALOPO;CP RANTEPAO;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SEMARANG; AREA PATI;UPC WIROSARI;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL SURABAYA; AREA PAMEKASAN;CPS PASEAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SUNGAI RAYA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL BANDUNG; AREA BANDUNG 2;CP LEMABANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS GN MALANG;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PALEMBANG; AREA PALEMBANG;CP PALLIMA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL JAKARTA 1; AREA SENEN;CPS KRAMAT RAYA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL MEDAN; AREA MEDAN 1;CP TEBING TINGGI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL MAKASAR; AREA KENDARI;CP UNAAHA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA MEDAN 1;UPS PANTON LABU;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP TANAH GROGOT;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA BANDA ACEH;CPS MEULABOH;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA MAKASAR 1;CP PANGKEP;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA MEDAN 2;UPS BINJAI SYARIAH;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;105
KANWIL PEKANBARU; AREA PADANG;CP TERANDAM;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA DENPASAR;CP DENPASAR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL BALIKPAPAN; AREA PONTIANAK;CP JERUJU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PEKANBARU; AREA BATAM;CP NATUNA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SEMARANG; AREA PURWOKERTO;UPC NGADIREJO;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA AMPENAN;CP PRAYA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL DENPASAR; AREA AMPENAN;CPS CAKRANEGARA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA AMBON;CP TUAL;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL PEKANBARU; AREA PADANG;UPS SITEBA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SURABAYA; AREA SURABAYA 2;UPC SEKARPUTIH;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BARABAI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;33.57
KANWIL SURABAYA; AREA MALANG;CP SINGOSARI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PEKAYON;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PALEMBANG; AREA JAMBI;CP JAMBI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 1; AREA BEKASI;CP KALIMALANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL MEDAN; AREA BANDA ACEH;CPS BIREUEN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL DENPASAR; AREA DENPASAR 2;CP BOLOSILA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL DENPASAR; AREA ENDE;CP LARANTUKA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL JAKARTA 1; AREA BEKASI;CPS METRO BOULEVARD CIKARANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA MAKASAR 2;CP HERTASNING;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL DENPASAR; AREA KUPANG;CP OEPURA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL MAKASAR; AREA PARE-PARE;CP MAJENE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA PALU;CP PALU TIMUR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL PEKANBARU; AREA PEKANBARU;CP BUKIT TINGGI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA MEDAN 2;UPS MEDAN SYARIAH;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL MAKASAR; AREA PARE-PARE;UPS TARAILU;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA SORONG;CP SORONG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;90.71
KANWIL DENPASAR; AREA ENDE;CP WOLOWONA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL DENPASAR; AREA DENPASAR;CP KUTA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PALEMBANG; AREA JAMBI;UPS KOTO BARU;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL MEDAN; AREA BANDA ACEH;CPS BANDA ACEH;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN UTAMA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL MAKASAR; AREA PALOPO;CP BELOPA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL PALEMBANG; AREA PALEMBANG;CP PALEMBANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BANDUNG; AREA BANDUNG 2;CP PURWAKARTA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA BANDA ACEH;UPS LAMPEUNURUT;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 1; AREA KRAMATJATI;CP JATINEGARA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA KUPANG;CP KUPANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA MAKASAR 1;UPS VETERAN SELATAN;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA MAKASAR 1;CP TAMALANREA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA MEDAN 1;CPS AR.HAKIM;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SURABAYA; AREA MALANG;CP RAMPAL;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL MAKASAR; AREA MAKASAR 1;CPS CENTRAL;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA DENPASAR 2;CP RASANAE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL MAKASAR; AREA PARE-PARE;CP RAPPANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;CP BOULEVARD;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL SEMARANG; AREA PURWOKERTO;CP KEBUMEN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA JAYAPURA;CP BIAK;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL SURABAYA; AREA MALANG;CPS LANDUNGSARI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL PALEMBANG; AREA JAMBI;CPS JELUTUNG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA ENDE;CPS ENDE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BATU LICIN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA AMBON;CP NUSANIWE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;105
KANWIL DENPASAR; AREA AMPENAN;CPS PSR RENTENG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP SANGGATTA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL BALIKPAPAN; AREA TARAKAN;CP MALINAU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;76.43
KANWIL MANADO; AREA PALU;CP PARIGI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL PEKANBARU; AREA PADANG;CP TAPI BANDAR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP PENAJAM;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MAKASAR; AREA MAKASAR 1;CP DAYA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MEDAN; AREA BANDA ACEH;CPS LHOKSEUMAWE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;71.43
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BALIKPAPAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SURABAYA; AREA SURABAYA 1;CP TULUNGAGUNG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP KRANJI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL JAKARTA 2; AREA TANGERANG;CP TANGERANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL PALEMBANG; AREA JAMBI;CP SIPIN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SURABAYA; AREA PAMEKASAN;CPS PAMEKASAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA MAKASAR 1;CP MARISO;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;CP KELAPA GADING;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA MEDAN 2;CP BINJAI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PEKANBARU; AREA BATAM;CP CIPTA PURI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SINGKAWANG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BANDUNG; AREA TASIKMALAYA;CP TASIKMALAYA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BANDUNG; AREA BANDUNG 1;CP UJUNGBERUNG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL MEDAN; AREA RANTAU PRAPAT;UPS SADABUAN;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL PALEMBANG; AREA PALEMBANG;CP SEKIP;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL MANADO; AREA MANADO 2;CPS ISTIQLAL;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BANDUNG; AREA CIREBON;CP CILEDUG;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PALEMBANG; AREA PALEMBANG;CP BATURAJA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA PALU;CP PALU SELATAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;62.14
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PLAZA PONDOK GEDE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL DENPASAR; AREA DENPASAR 2;UPC PASAR ATAS;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL SEMARANG; AREA TEGAL;CP SLAWI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA MANADO 2;CP LANGOWAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;90.71
KANWIL BANDUNG; AREA CIREBON;CP KUNINGAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MAKASAR; AREA KENDARI;CP BAUBAU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL PALEMBANG; AREA LAMPUNG;CP GUNUNG KAWI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP DAMAI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL SEMARANG; AREA SEMARANG;CP UNGARAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;47.86
KANWIL MANADO; AREA MANADO 2;CP TUMINTING;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL JAKARTA 2; AREA CIRENDEU;CP CIRENDEU;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL PALEMBANG; AREA PALEMBANG;CPS SIMPANG SEKIP;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;14.29
KANWIL MAKASAR; AREA AMBON;CPS AMBON;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;100
KANWIL BALIKPAPAN; AREA PONTIANAK;CP PONTIANAK;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL PALEMBANG; AREA PALEMBANG;CPS BATURAJA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL MANADO; AREA PALU;CPS PALU PLASA;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;62.14
KANWIL BANDUNG; AREA BANDUNG 2;CPS VETERAN;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BANDUNG; AREA TASIKMALAYA;CP TANJUNGSARI;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;28.57
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP TANJUNG REDEB;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL BANDUNG; AREA BANDUNG 1;UPC PASAR WADAS;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;57.14
KANWIL BALIKPAPAN; AREA TARAKAN;CP TANJUNG SELOR;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;71.43
KANWIL MANADO; AREA PALU;UPS  TATURA;upc;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
KANWIL MANADO; AREA PALU;CP TALISE;cabang;PENGELOLA AGUNAN;Sikap Saat Mengakhiri Pelayanan;42.86
